pid,pre,post,full,n_pre_obs,n_pre_T,pre_flips
899770788790954|82001|2,NNTE,....,NNTE-....,4,1,2
899820176620612|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
899830093250750|83001|1,TTTT,....,TTTT-....,4,4,0
899830714720951|82001|1,TTTT,....,TTTT-....,4,4,0
899830714720951|82001|2,TTTT,....,TTTT-....,4,4,0
899840486430674|83001|2,TT..,....,TT..-....,2,2,0
899850891090913|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
899860254230730|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
899870422190951|81001|1,TTTT,....,TTTT-....,4,4,0
899910190000971|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
899910190000971|80001|1,TTUT,TTTT,TTUT-TTTT,4,3,2
899910238630673|82001|1,TTTN,....,TTTN-....,4,3,1
899920743610950|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
899960632730652|81001|2,TTTT,TTTN,TTTT-TTTN,4,4,0
899980910530970|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
899980910530970|83001|2,TT..,....,TT..-....,2,2,0
899990625650954|83001|1,TTTT,....,TTTT-....,4,4,0
900014766379850|82001|2,EEET,....,EEET-....,4,1,1
900017856349780|80001|2,ENET,....,ENET-....,4,1,3
900056933379000|82001|2,E..T,....,E..T-....,2,1,1
900067838129610|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
900068838448610|81001|2,TTTN,NNNN,TTTN-NNNN,4,3,1
900092829149240|81001|3,TTTT,TTTU,TTTT-TTTU,4,4,0
900095929539240|81001|1,TTT.,....,TTT.-....,3,3,0
900095929539240|81001|2,TTT.,....,TTT.-....,3,3,0
900162001208440|83001|2,T...,....,T...-....,1,1,0
900197000913830|83001|1,TTTT,....,TTTT-....,4,4,0
900374720776502|83001|1,TTTT,....,TTTT-....,4,4,0
900426099207099|83001|1,T...,....,T...-....,1,1,0
900626099206099|79001|2,TTTT,TT.T,TTTT-TT.T,4,4,0
900726099201099|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
900726099201099|83001|2,TTTN,....,TTTN-....,4,3,1
900829097408239|81001|2,UTTT,TTTT,UTTT-TTTT,4,3,1
900900071923889|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
900926065005269|83001|2,UTTT,....,UTTT-....,4,3,1
900958067903309|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
900969230676509|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
901001945103311|82001|2,TTTT,NTTT,TTTT-NTTT,4,4,0
901004243103597|82001|2,TNNN,NNNN,TNNN-NNNN,4,1,1
901004243103597|83001|2,TTTT,....,TTTT-....,4,4,0
901005044106336|83001|2,TTTT,....,TTTT-....,4,4,0
901006361109483|83001|1,TTTT,....,TTTT-....,4,4,0
901006361109483|83001|2,TTTT,....,TTTT-....,4,4,0
901006404104698|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
901008870101056|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
901008870101056|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
901024840329810|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
901026940059810|83001|2,TTTT,....,TTTT-....,4,4,0
901051765019630|83001|1,TTTT,....,TTTT-....,4,4,0
901051965579630|83001|2,T...,....,T...-....,1,1,0
901055965539630|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
901056765059630|82001|1,TTTT,....,TTTT-....,4,4,0
901071981279920|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
901076941239010|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
901079941159010|83001|1,TTTT,....,TTTT-....,4,4,0
901079941159010|83001|2,TTTT,....,TTTT-....,4,4,0
901092888129480|81001|1,TTTT,....,TTTT-....,4,4,0
901092888129480|87001|2,T...,....,T...-....,1,1,0
901092959279020|83001|1,TT..,....,TT..-....,2,2,0
901098959359020|81001|1,TUEE,....,TUEE-....,4,1,2
901139740526205|82001|1,TTTT,E...,TTTT-E...,4,4,0
901359870987302|81001|2,TTUU,EEEE,TTUU-EEEE,4,2,1
901369310809306|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
901606071808695|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
901606072907695|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
901606077906695|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
901619510879306|82001|1,NTTT,NTTT,NTTT-NTTT,4,3,1
901649730649303|83001|1,TTTT,....,TTTT-....,4,4,0
901700154896884|83001|1,TT..,....,TT..-....,2,2,0
901707524690654|81001|1,TTTT,NNNN,TTTT-NNNN,4,4,0
901819710307503|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
901901855894393|80001|1,TTTT,....,TTTT-....,4,4,0
901901855894393|82001|1,UTTT,.TTT,UTTT-.TTT,4,3,1
901901855894393|83001|1,TTTT,....,TTTT-....,4,4,0
901901880896029|80001|3,NU.T,NN.E,NU.T-NN.E,3,1,2
901908490890056|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
901908490890056|82001|5,UTTT,....,UTTT-....,4,3,1
901979550539201|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
901994580866207|81001|1,TTTT,.TTT,TTTT-.TTT,4,4,0
902019070139107|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
902034711339200|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
902362046909799|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
902493094909295|82001|1,TTTT,E...,TTTT-E...,4,4,0
902549410736108|82001|2,TT.T,TTTT,TT.T-TTTT,3,3,0
902601082996640|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
902602783998279|83001|1,TTTT,....,TTTT-....,4,4,0
902606322994708|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
902706082999329|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
902706082999329|81001|2,TTTT,....,TTTT-....,4,4,0
902707520790659|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
902707523990652|87001|2,T...,....,T...-....,1,1,0
902708402990267|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
902901453995316|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
902901610996501|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
902901610996501|87001|2,T...,....,T...-....,1,1,0
902901841993305|83001|2,TTNT,....,TTNT-....,4,3,2
902903083492581|83001|1,TTTT,....,TTTT-....,4,4,0
902904003994157|82001|2,TTTT,TTN.,TTTT-TTN.,4,4,0
902904665994103|83001|1,TTTT,....,TTTT-....,4,4,0
902904665994103|83001|2,TTTT,....,TTTT-....,4,4,0
902904865991220|83001|1,TTEE,....,TTEE-....,4,2,1
902906591996899|83001|1,TT.T,....,TT.T-....,3,3,0
902906651991223|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
902907833999227|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
902907833999227|83001|1,E.TT,....,E.TT-....,3,2,1
902907834499229|83001|1,TTTT,....,TTTT-....,4,4,0
902908041993588|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
902908041993588|87001|2,T...,....,T...-....,1,1,0
902908871991052|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
902909011993279|82001|2,NTNN,NNN.,NTNN-NNN.,4,1,2
902909050296826|87001|2,T...,....,T...-....,1,1,0
902909051996827|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
903019670307301|82001|2,TTTT,....,TTTT-....,4,4,0
903022863469780|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
903022863469780|82001|1,TTTT,....,TTTT-....,4,4,0
903055951059950|82001|2,TTTT,....,TTTT-....,4,4,0
903083940179100|83001|1,NT..,....,NT..-....,2,1,1
903239730266204|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
903266062909865|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
903349510126203|83001|1,TTTN,....,TTTN-....,4,3,1
903349530129503|80001|2,TTTT,.T.T,TTTT-.T.T,4,4,0
903419570909104|83001|2,TT..,....,TT..-....,2,2,0
903509330909109|82001|2,TNNN,TT..,TNNN-TT..,4,1,1
903539110769101|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
903900801590273|83001|1,TTTT,....,TTTT-....,4,4,0
903905573591203|80001|1,TTNT,TNNN,TTNT-TNNN,4,3,2
903924280616205|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
904007970259410|80001|2,EEET,NEEE,EEET-NEEE,4,1,1
904045985539880|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
904062707119880|83001|2,TT.E,....,TT.E-....,3,2,1
904066907159880|82001|1,TTTT,....,TTTT-....,4,4,0
904069907179880|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
904081991579290|80001|1,TTTT,NN.N,TTTT-NN.N,4,4,0
904159610226508|83001|1,TTNN,....,TTNN-....,4,2,1
904239750269204|80001|2,TTTT,TT.E,TTTT-TT.E,4,4,0
904339910969001|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
904349550127403|83001|1,TTTT,....,TTTT-....,4,4,0
904379750779302|82001|1,TTTT,....,TTTT-....,4,4,0
904499250289202|80001|1,EETT,....,EETT-....,4,2,1
904549450739508|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
904589110999308|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
904601394999992|82001|2,TTTT,T...,TTTT-T...,4,4,0
904603114995218|83001|1,NNTN,....,NNTN-....,4,1,2
904605043996337|82001|1,TTTT,....,TTTT-....,4,4,0
904607980990595|82001|1,TTTT,T...,TTTT-T...,4,4,0
904607980990595|82001|2,TTTT,T...,TTTT-T...,4,4,0
904608494990057|82001|3,TTTT,T...,TTTT-T...,4,4,0
904701885996026|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
904703062991393|80001|1,TTTT,EETT,TTTT-EETT,4,4,0
904704272994659|83001|3,TTT.,....,TTT.-....,3,3,0
904704634991655|80001|2,TTTT,NNNE,TTTT-NNNE,4,4,0
904738210359404|81001|3,ETT.,....,ETT.-....,3,2,1
904899710909301|83001|2,TTTN,....,TTTN-....,4,3,1
904904244793592|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
904907520790659|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
904907520790659|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
904919250229304|81001|2,TT..,....,TT..-....,2,2,0
904921084909868|83001|1,TTTT,....,TTTT-....,4,4,0
904921084909868|83001|2,TTTT,....,TTTT-....,4,4,0
905008861469210|81001|1,T..E,....,T..E-....,2,1,1
905577022909563|83001|1,TTTT,....,TTTT-....,4,4,0
905603300999071|81001|1,T.EE,EEEE,T.EE-EEEE,3,1,1
905689630999009|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
905707521890650|81001|2,TTTT,NNNN,TTTT-NNNN,4,4,0
905707982890590|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
905904270894656|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
905905092898815|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
905907151893082|81001|1,TTTT,TT.T,TTTT-TT.T,4,4,0
905907151893082|81001|2,TTTT,TT.T,TTTT-TT.T,4,4,0
905907524590652|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
905907524590652|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
905907833899229|80001|1,NUTU,NNNN,NUTU-NNNN,4,1,3
905908493690056|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
905908813894608|81001|1,TTUT,TTTT,TTUT-TTTT,4,3,2
905909540895856|82001|2,TTTT,....,TTTT-....,4,4,0
905989270959406|79001|3,TE..,....,TE..-....,2,1,1
906006536089400|80001|1,EEET,EEEE,EEET-EEEE,4,1,1
906006536089400|80001|2,EEET,EEEE,EEET-EEEE,4,1,1
906006536329400|83001|1,TTTT,....,TTTT-....,4,4,0
906008736059400|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
906019070139207|82001|2,TTTT,....,TTTT-....,4,4,0
906024843349090|80001|3,TTEE,EE.T,TTEE-EE.T,4,2,1
906032743159830|81001|1,TTEN,NNNN,TTEN-NNNN,4,2,2
906052469119890|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
906052969138890|83001|1,EEET,....,EEET-....,4,1,1
906068713479200|82001|1,ENTN,....,ENTN-....,4,1,3
906219050119106|80001|2,NNTN,NNTN,NNTN-NNTN,4,1,2
906269370579206|79001|2,NTNN,NNNN,NTNN-NNNN,4,1,2
906279610089500|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
906439850629304|82001|1,TTTT,....,TTTT-....,4,4,0
906549430739508|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
906549430739508|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
906549430739508|83001|1,NNTT,....,NNTT-....,4,2,1
906579770479305|82001|2,TTTT,....,TTTT-....,4,4,0
906601853994399|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
906601853994399|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
906608292998028|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
906609014993270|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
906609241992533|79001|2,TTTT,....,TTTT-....,4,4,0
906708872991050|82001|2,TTTT,....,TTTT-....,4,4,0
906729630289505|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
906849310799205|83001|1,TTTT,....,TTTT-....,4,4,0
906879930359402|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
906901393799999|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
906901572998867|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
906901615996504|83001|2,TTT.,....,TTT.-....,3,3,0
906901843993300|83001|2,TTT.,....,TTT.-....,3,3,0
906901881996023|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
906901881996023|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
906902170995676|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
906904485994141|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
906906634993322|83001|1,TTT.,....,TTT.-....,3,3,0
906907521990655|81001|1,TTNN,....,TTNN-....,4,2,1
906907524990654|83001|2,TTT.,....,TTT.-....,3,3,0
906908000471976|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
906908172991652|81001|2,TNNN,TNN.,TNNN-TNN.,4,1,1
906908304997548|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
906908304997548|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
906908493990054|79001|1,T.TT,TTTT,T.TT-TTTT,3,3,0
906908883795136|82001|2,TTTT,....,TTTT-....,4,4,0
906908994993401|82001|2,TTTT,....,TTTT-....,4,4,0
906909383998067|83001|1,TTT.,....,TTT.-....,3,3,0
906909543995858|82001|1,TTTT,....,TTTT-....,4,4,0
906909721996678|80001|1,TTTT,....,TTTT-....,4,4,0
906909721996678|80001|2,TTTT,....,TTTT-....,4,4,0
906909723996677|82001|1,TTT.,....,TTT.-....,3,3,0
906919230229304|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
906979930079306|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
907005611104478|82001|2,TTTT,....,TTTT-....,4,4,0
907006239379890|79001|2,TTTT,T.TT,TTTT-T.TT,4,4,0
907006239379890|83001|1,TT..,....,TT..-....,2,2,0
907059430599405|80001|2,NTTN,TTTT,NTTN-TTTT,4,2,2
907059430599405|83001|2,TEEE,....,TEEE-....,4,1,1
907072796439900|81001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
907076996479900|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
907092765159760|81001|1,TTTT,....,TTTT-....,4,4,0
907096805049270|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
907096805049270|81001|3,TTTT,....,TTTT-....,4,4,0
907096805049270|82001|1,TTTT,T...,TTTT-T...,4,4,0
907096805049270|83001|2,TTTT,....,TTTT-....,4,4,0
907097365129760|80001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
907097965137760|83001|1,TTTT,....,TTTT-....,4,4,0
907164460986206|82001|2,TTTT,....,TTTT-....,4,4,0
907339910969301|82001|1,NTTT,NTTT,NTTT-NTTT,4,3,1
907608405940261|80001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
907614863991222|82001|1,TTTT,....,TTTT-....,4,4,0
907614863991222|82001|2,TTTT,....,TTTT-....,4,4,0
907729640286405|81001|2,TTTT,...T,TTTT-...T,4,4,0
907900155696880|83001|2,TT..,....,TT..-....,2,2,0
907901392899998|82001|1,T.T.,....,T.T.-....,2,2,0
907901392899998|83001|3,TT..,....,TT..-....,2,2,0
907902444597908|79001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
907902444597908|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
907903302899072|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
907903624893517|80001|1,TTTT,....,TTTT-....,4,4,0
907905573691203|82001|1,TTTT,....,TTTT-....,4,4,0
907909361898673|81001|3,TTTT,....,TTTT-....,4,4,0
907919270229204|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
907919270229204|80001|2,EETT,EEEE,EETT-EEEE,4,2,1
907919470219306|80001|2,TTTT,....,TTTT-....,4,4,0
908000801200273|82001|2,TTTT,....,TTTT-....,4,4,0
908046859129270|80001|1,TUEE,TTT.,TUEE-TTT.,4,1,2
908052986179410|82001|5,TTTT,....,TTTT-....,4,4,0
908054942359380|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
908054942359380|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
908058886169410|79001|3,TTEE,EEEE,TTEE-EEEE,4,2,1
908058886169410|82001|2,TTTT,....,TTTT-....,4,4,0
908058886169410|83001|2,TTT.,....,TTT.-....,3,3,0
908070507289320|81001|1,E.TT,TTTT,E.TT-TTTT,3,2,1
908070707279320|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
908159650227008|81001|2,TTTT,NNNN,TTTT-NNNN,4,4,0
908169470989106|82001|2,TTTT,....,TTTT-....,4,4,0
908429730719409|82001|1,TTTT,.E..,TTTT-.E..,4,4,0
908539150769101|81001|1,TTTT,TTNN,TTTT-TTNN,4,4,0
908549470739208|83001|1,TT..,....,TT..-....,2,2,0
908604004994152|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
908604633991650|83001|1,T...,....,T...-....,1,1,0
908605850999205|79001|1,TTTT,.TTT,TTTT-.TTT,4,4,0
908609430947752|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
908879810039406|82001|2,TEEE,EEEE,TEEE-EEEE,4,1,1
908900160992446|79001|2,TTTT,EN.N,TTTT-EN.N,4,4,0
908900651998777|81001|1,TTTT,TT..,TTTT-TT..,4,4,0
908901081996647|83001|2,T...,....,T...-....,1,1,0
908901843793304|82001|1,TTTT,....,TTTT-....,4,4,0
908904001794153|81001|1,ENNT,N...,ENNT-N...,4,1,2
908904001994152|80001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
908904775799351|79001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
908904932998121|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
908905852995960|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
908906631793327|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
908906631793327|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
908906631793327|83001|1,T...,....,T...-....,1,1,0
908907624998352|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
908909505995156|82001|2,TTTT,....,TTTT-....,4,4,0
908909545995855|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
908909545995855|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
908909700992498|79001|1,TTTU,TTTN,TTTU-TTTN,4,3,1
909001901539190|80001|1,TTTT,TNNN,TTTT-TNNN,4,4,0
909006701019190|80001|2,TT..,....,TT..-....,2,2,0
909006801349190|82001|1,TTTT,T...,TTTT-T...,4,4,0
909006801349190|82001|2,TTTT,T...,TTTT-T...,4,4,0
909008801089190|81001|4,TTTT,....,TTTT-....,4,4,0
909014963059490|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
909015963138490|80001|2,TTTT,NN..,TTTT-NN..,4,4,0
909021623329620|87001|1,T...,....,T...-....,1,1,0
909026723319620|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
909056839389810|82001|1,TTTU,....,TTTU-....,4,3,1
909062639449110|82001|2,ETTT,E...,ETTT-E...,4,3,1
909063755159830|82001|1,TTTT,....,TTTT-....,4,4,0
909063755159830|82001|2,TTTT,....,TTTT-....,4,4,0
909063755159830|82001|3,TTTT,....,TTTT-....,4,4,0
909279910159306|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
909309150389205|80001|1,TNNN,NNNN,TNNN-NNNN,4,1,1
909329870429101|81001|2,NNTT,TTTT,NNTT-TTTT,4,2,1
909329970259203|83001|2,TT..,....,TT..-....,2,2,0
909579270819104|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
909579710479005|82001|1,TTTT,.T..,TTTT-.T..,4,4,0
909589150999308|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
909589150999308|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
909929270617005|82001|1,TTTT,....,TTTT-....,4,4,0
909969230679309|83001|1,TTT.,....,TTT.-....,3,3,0
910004099318609|83001|2,T...,....,T...-....,1,1,0
910009801329640|87001|1,T...,....,T...-....,1,1,0
910022829289950|83001|1,T...,....,T...-....,1,1,0
910024873329520|87001|2,T...,....,T...-....,1,1,0
910025373289520|81001|1,TTTT,....,TTTT-....,4,4,0
910025373289520|81001|2,TTTT,....,TTTT-....,4,4,0
910026929479950|80001|2,TTTT,....,TTTT-....,4,4,0
910028973139520|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
910029873369520|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
910029873369520|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
910029873369520|81001|3,TTTT,TTT.,TTTT-TTT.,4,4,0
910031945359810|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
910031957359930|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
910031957359930|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
910038953259690|81001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
910039957139930|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
910043860569190|81001|1,TTTT,TTEE,TTTT-TTEE,4,4,0
910044760279190|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
910044860229190|83001|2,TTT.,....,TTT.-....,3,3,0
910046960579190|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
910050323630064|83001|2,TTT.,....,TTT.-....,3,3,0
910056839069650|82001|2,TTTT,....,TTTT-....,4,4,0
910071869349520|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
910079326369720|83001|1,TTT.,....,TTT.-....,3,3,0
910081897589590|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
910081897589590|83001|2,T...,....,T...-....,1,1,0
910081997539590|82001|1,TTTT,....,TTTT-....,4,4,0
910114009306600|83001|1,TTT.,....,TTT.-....,3,3,0
910150478740042|80001|2,TTTT,....,TTTT-....,4,4,0
910179510146508|80001|1,TTNN,EEEE,TTNN-EEEE,4,2,1
910199149000536|83001|1,ETTT,....,ETTT-....,4,3,1
910291619000893|81001|2,TN..,....,TN..-....,2,1,1
910291619000893|82001|1,TTTT,.EEE,TTTT-.EEE,4,4,0
910304099312609|80001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
910319092909969|87001|5,T...,....,T...-....,1,1,0
910419010076201|83001|1,TT..,....,TT..-....,2,2,0
910443090921069|83001|1,TTTT,....,TTTT-....,4,4,0
910473090913069|83001|2,EUTN,....,EUTN-....,4,1,3
910499450619403|83001|2,TTTT,....,TTTT-....,4,4,0
910589650467504|83001|2,TTTT,....,TTTT-....,4,4,0
910610515750082|83001|2,T...,....,T...-....,1,1,0
910770406690044|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
910780229570082|82001|2,T...,....,T...-....,1,1,0
910790601520084|82001|2,TTTT,....,TTTT-....,4,4,0
910843070922069|82001|1,ETTT,EEE.,ETTT-EEE.,4,3,1
910844079342609|87001|1,T...,....,T...-....,1,1,0
910906092041419|81001|2,TTUT,....,TTUT-....,4,3,2
910907096243459|82001|1,TTT.,TT..,TTT.-TT..,3,3,0
910911076127499|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
910957096247459|80001|1,TTTT,....,TTTT-....,4,4,0
910970592260121|80001|1,NTTT,TTTT,NTTT-TTTT,4,3,1
910986072007419|79001|2,TTTT,TTTE,TTTT-TTTE,4,4,0
910990668870082|82001|1,TTTT,....,TTTT-....,4,4,0
910990668870082|82001|2,TTTT,....,TTTT-....,4,4,0
910993060926064|81001|1,ETTT,EEEE,ETTT-EEEE,4,3,1
911006997239010|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
911006997239010|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
911011701039430|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
911016926159000|80001|2,TTTT,T.TE,TTTT-T.TE,4,4,0
911036507349000|82001|1,TEEE,E...,TEEE-E...,4,1,1
911038707079000|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
911060684200915|83001|2,TTTT,....,TTTT-....,4,4,0
911070945259080|83001|2,TT..,....,TT..-....,2,2,0
911078845469080|81001|2,TTTT,....,TTTT-....,4,4,0
911112960000158|83001|1,TTTT,....,TTTT-....,4,4,0
911299210767503|82001|1,ETTE,EEEE,ETTE-EEEE,4,2,2
911299210767503|83001|1,TTTT,....,TTTT-....,4,4,0
911469970309201|82001|1,TUTT,....,TUTT-....,4,3,2
911689570789507|81001|2,TNNN,NNNN,TNNN-NNNN,4,1,1
911819030546204|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
911819030546204|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
912071404178460|83001|1,TT..,....,TT..-....,2,2,0
912079604049460|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
912089170406402|81001|1,TTTT,TUTT,TTTT-TUTT,4,4,0
912197779200892|81001|2,TTTT,TNNT,TTTT-TNNT,4,4,0
912199610029100|80001|2,TTTT,EN..,TTTT-EN..,4,4,0
912390629900893|81001|1,ETEE,EEEE,ETEE-EEEE,4,1,2
912409570829404|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
912499650409007|81001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
912649250539106|81001|3,TTNE,....,TTNE-....,4,2,2
912799670579106|82001|2,TTTT,....,TTTT-....,4,4,0
913027804329120|83001|1,TTTT,....,TTTT-....,4,4,0
913029504229120|80001|4,EETT,EEEE,EETT-EEEE,4,2,1
913029504229120|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
913139110826304|83001|1,UTTT,....,UTTT-....,4,3,1
913139110826304|83001|2,TTTT,....,TTTT-....,4,4,0
913206027908495|81001|1,NNNT,TTTT,NNNT-TTTT,4,1,1
913414860026200|82001|1,TTT.,....,TTT.-....,3,3,0
913414860026200|82001|2,TTT.,....,TTT.-....,3,3,0
913496026909199|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
913499430619303|83001|1,TUTT,....,TUTT-....,4,3,2
913675072909266|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
